5510	3430913
5510	3506997
5510	4289028
5510	11752536
5510	13433256
5510	14380596
5510	17413259
5510	25643118
5510	26929986
5511	30403395
5511	4289028
5511	11752536
5511	13433256
5511	14380596
42898	17413259
5511	11752533
5511	13433222
5500	14380545
5500	30403395
5500	4289028
5500	11752536
5500	13433256
5500	14380596
42898	17413259
5500	11752533
5500	13433222
5500	14380545
